title,overview,genres,vote_average,vote_count,release_date,original_language,popularity,poster_path,budget,revenue,runtime
Aladdin,A kindhearted street urchin named Aladdin embarks on a magical adventure after finding a lamp that releases a wisecracking genie while a power-hungry Grand Vizier vies for the same lamp that has the power to make their deepest wishes come true.,"Adventure, Fantasy, Romance, Family",7.114,9441,2019-05-22,en,69.615,/ykUEbfpkf8d0w49pHh0AD2KrT52.jpg,183000000,1054304000,127
Dune,"Paul Atreides, a brilliant and gifted young man born into a great destiny beyond his understanding, must travel to the most dangerous planet in the universe to ensure the future of his family and his people. As malevolent forces explode into conflict over the planet's exclusive supply of the most precious resource in existence-a commodity capable of unlocking humanity's greatest potential-only those who can conquer their fear will survive.","Science Fiction, Adventure",7.789,9420,2021-09-15,en,75.848,/d5NXSklXo0qyIYkgV94XAgMIckC.jpg,165000000,402027830,155
"Three Billboards Outside Ebbing, Missouri","After seven months have passed without a culprit in her daughter's murder case, Mildred Hayes makes a bold move, painting three signs leading into her town with a controversial message directed at Bill Willoughby, the town's revered chief of police. When his second-in-command Officer Jason Dixon, an immature mother's boy with a penchant for violence, gets involved, the battle between Mildred and Ebbing's law enforcement is only exacerbated.","Crime, Drama",8.081,9418,2017-12-01,en,23.357,/pZRhqJj0DBy4ghB7g6pU7MGHsWJ.jpg,15000000,160192031,115
X2,"Professor Charles Xavier and his team of genetically gifted superheroes face a rising tide of anti-mutant sentiment led by Col. William Stryker. Storm, Wolverine and Jean Grey must join their usual nemeses—Magneto and Mystique—to unhinge Stryker's scheme to exterminate all mutants.","Adventure, Action, Science Fiction",7.029,9417,2003-04-27,en,1.157,/mM5qSVdWlGkvALHhNIb6kW6D42Y.jpg,110000000,407711549,133
The Mask,"When timid bank clerk Stanley Ipkiss discovers a magical mask containing the spirit of the Norse god Loki, his entire life changes. While wearing the mask, Ipkiss becomes a supernatural playboy exuding charm and confidence which allows him to catch the eye of local nightclub singer Tina Carlyle. Unfortunately, under the mask's influence, Ipkiss also robs a bank, which angers junior crime lord Dorian Tyrell, whose goons get blamed for the heist.","Romance, Comedy, Crime, Fantasy",6.937,9401,1994-07-29,en,39.592,/xbbXp9px4o8Oe7IbGd0yIbla8mZ.jpg,23000000,351583407,101
Miss Peregrine's Home for Peculiar Children,A teenager finds himself transported to an island where he must help protect a group of orphans with special powers from creatures intent on destroying them.,"Fantasy, Adventure",6.822,9401,2016-09-27,en,39.951,/CIlbMFOfYDj0MP23hsIYhFGrL6.jpg,110000000,296482446,127
Troy,"In year 1250 B.C. during the late Bronze age, two emerging nations begin to clash. Paris, the Trojan prince, convinces Helen, Queen of Sparta, to leave her husband Menelaus, and sail with him back to Troy. After Menelaus finds out that his wife was taken by the Trojans, he asks his brother Agamemnon to help him get her back. Agamemnon sees this as an opportunity for power. They set off with 1,000 ships holding 50,000 Greeks to Troy.","Adventure, History, War, Action",7.146,9376,2004-05-13,en,55.474,/a07wLy4ONfpsjnBqMwhlWTJTcm.jpg,175000000,497409852,163
(500) Days of Summer,"Tom, greeting-card writer and hopeless romantic, is caught completely off-guard when his girlfriend, Summer, suddenly dumps him. He reflects on their 500 days together to try to figure out where their love affair went sour, and in doing so, Tom rediscovers his true passions in life.","Comedy, Drama, Romance",7.272,9359,2009-07-17,en,33.311,/f9mbM0YMLpYemcWx6o2WeiYQLDP.jpg,7500000,60781545,95
Braveheart,"Enraged at the slaughter of Murron, his new bride and childhood love, Scottish warrior William Wallace slays a platoon of the local English lord's soldiers. This leads the village to revolt and, eventually, the entire country to rise up against English rule.","Action, Drama, History, War",7.932,9347,1995-05-24,en,33.766,/or1gBugydmjToAEq7OZY0owwFk.jpg,72000000,213216216,177
The Lion King,"Simba idolizes his father, King Mufasa, and takes to heart his own royal destiny. But not everyone in the kingdom celebrates the new cub's arrival. Scar, Mufasa's brother—and former heir to the throne—has plans of his own. The battle for Pride Rock is ravaged with betrayal, tragedy and drama, ultimately resulting in Simba's exile. With help from a curious pair of newfound friends, Simba will have to figure out how to grow up and take back what is rightfully his.","Adventure, Drama, Family",7.1,9325,2019-07-12,en,63.351,/dzBtMocZuJbjLOXvrl4zGYigDzh.jpg,260000000,1663075401,118
Star Trek,"The fate of the galaxy rests in the hands of bitter rivals. One, James Kirk, is a delinquent, thrill-seeking Iowa farm boy. The other, Spock, a Vulcan, was raised in a logic-based society that rejects all emotion. As fiery instinct clashes with calm reason, their unlikely but powerful partnership is the only thing capable of leading their crew through unimaginable danger, boldly going where no one has gone before. The human adventure has begun again.","Science Fiction, Action, Adventure",7.432,9314,2009-05-06,en,43.385,/9vaRPXj44Q2meHgt3VVfQufiHOJ.jpg,150000000,385680446,127
Indiana Jones and the Last Crusade,"In 1938, an art collector appeals to eminent archaeologist Dr. Indiana Jones to embark on a search for the Holy Grail. Indy learns that a medieval historian has vanished while searching for it, and the missing man is his own father, Dr. Henry Jones Sr.. He sets out to rescue his father by following clues in the old man's notebook, which his father had mailed to him before he went missing. Indy arrives in Venice, where he enlists the help of a beautiful academic, Dr. Elsa Schneider, along with Marcus Brody and Sallah. Together they must stop the Nazis from recovering the power of eternal life and taking over the world!","Adventure, Action",7.847,9301,1989-05-24,en,52.439,/npUCnxl1fqgt3aQiMQq0iJdZMZp.jpg,48000000,474171806,127
Black Widow,"Natasha Romanoff, also known as Black Widow, confronts the darker parts of her ledger when a dangerous conspiracy with ties to her past arises. Pursued by a force that will stop at nothing to bring her down, Natasha must deal with her history as a spy and the broken relationships left in her wake long before she became an Avenger.","Action, Adventure, Science Fiction",7.303,9298,2021-07-07,en,56.256,/kwB7d51AIcyzPOBOHLCEZJkmPhQ.jpg,200000000,379751131,134
Psycho,"When larcenous real estate clerk Marion Crane goes on the lam with a wad of cash and hopes of starting a new life, she ends up at the notorious Bates Motel, where manager Norman Bates cares for his housebound mother.","Horror, Drama, Thriller",8.437,9272,1960-06-22,en,51.373,/yz4QVqPx3h1hD1DfqqQkCq3rmxW.jpg,806947,32000000,109
Beauty and the Beast,"Follow the adventures of Belle, a bright young woman who finds herself in the castle of a prince who's been turned into a mysterious beast. With the help of the castle's enchanted staff, Belle soon learns the most important lesson of all -- that true beauty comes from within.","Romance, Family, Animation, Fantasy",7.734,9256,1991-10-22,en,72.077,/hUJ0UvQ5tgE2Z9WpfuduVSdiCiU.jpg,25000000,424967620,84
Murder on the Orient Express,Genius Belgian detective Hercule Poirot investigates the murder of an American tycoon aboard the Orient Express train.,"Mystery, Drama, Crime",6.706,9243,2017-11-03,en,37.493,/kc2gJjebceoFgOQbukzPzP8SXVZ.jpg,55000000,352794081,114
Men in Black II,"Kay and Jay reunite to provide our best, last and only line of defense against a sinister seductress who levels the toughest challenge yet to the MIB's untarnished mission statement – protecting Earth from the scum of the universe. It's been four years since the alien-seeking agents averted an intergalactic disaster of epic proportions. Now it's a race against the clock as Jay must convince Kay – who not only has absolutely no memory of his time spent with the MIB, but is also the only living person left with the expertise to save the galaxy – to reunite with the MIB before the earth submits to ultimate destruction.","Action, Adventure, Comedy, Science Fiction",6.359,9234,2002-07-03,en,32.556,/enA22EPyzc2WQ1VVyY7zxresQQr.jpg,140000000,445135288,88
Bird Box,"Five years after an ominous unseen presence drives most of society to suicide, a survivor and her two children make a desperate bid to reach safety.","Horror, Thriller, Drama",6.854,9227,2018-12-13,en,27.913,/rGfGfgL2pEPCfhIvqHXieXFn7gp.jpg,19800000,0,124
Mission: Impossible - Ghost Protocol,"Ethan Hunt and his team are racing against time to track down a dangerous terrorist named Hendricks, who has gained access to Russian nuclear launch codes and is planning a strike on the United States. An attempt to stop him ends in an explosion causing severe destruction to the Kremlin and the IMF to be implicated in the bombing, forcing the President to disavow them. No longer being aided by the government, Ethan and his team chase Hendricks around the globe, although they might still be too late to stop a disaster.","Action, Thriller, Adventure",7.069,9215,2011-12-07,en,59.649,/psiWp3VTjznfokmGQG9uqiiknQQ.jpg,145000000,694713380,133
The Fast and the Furious,"Dominic Toretto is a Los Angeles street racer suspected of masterminding a series of big-rig hijackings. When undercover cop Brian O'Conner infiltrates Toretto's iconoclastic crew, he falls for Toretto's sister and must choose a side: the gang or the LAPD.","Action, Crime, Thriller",6.965,9207,2001-06-22,en,5.398,/gqY0ITBgT7A82poL9jv851qdnIb.jpg,38000000,207283925,106
Zack Snyder's Justice League,"Determined to ensure Superman's ultimate sacrifice was not in vain, Bruce Wayne aligns forces with Diana Prince with plans to recruit a team of metahumans to protect the world from an approaching threat of catastrophic proportions.","Action, Adventure, Fantasy",8.19,9202,2021-03-18,en,130.69,/tnAuB8q5vv7Ax9UAEje5Xi4BXik.jpg,70000000,0,242
Venom: Let There Be Carnage,"After finding a host body in investigative reporter Eddie Brock, the alien symbiote must face a new enemy, Carnage, the alter ego of serial killer Cletus Kasady.","Science Fiction, Action, Adventure",6.833,9182,2021-09-30,en,89.985,/rjkmN1dniUHVYAtwuV3Tji7FsDO.jpg,110000000,506863592,97
Requiem for a Dream,The hopes and dreams of four ambitious people are shattered when their drug addictions begin spiraling out of control. A look into addiction and how it overcomes the mind and body.,"Crime, Drama",8.027,9165,2000-10-06,en,16.408,/nOd6vjEmzCT0k4VYqsA2hwyi87C.jpg,4500000,7390108,102
The Pursuit of Happyness,A struggling salesman takes custody of his son as he's poised to begin a life-changing professional career.,Drama,7.9,9159,2006-12-14,en,42.153,/kTdG9wKnREyjK6nlFDNmpe7wlIK.jpg,55000000,307077295,117
The Matrix Revolutions,The human city of Zion defends itself against the massive invasion of the machines as Neo fights to end the war at another front while also opposing the rogue Agent Smith.,"Adventure, Action, Thriller, Science Fiction",6.71,9118,2003-11-05,en,33.434,/qEWiBXJGXK28jGBAm8oFKKTB0WD.jpg,150000000,424988211,129
Toy Story 4,"Woody has always been confident about his place in the world and that his priority is taking care of his kid, whether that's Andy or Bonnie. But when Bonnie adds a reluctant new toy called ""Forky"" to her room, a road trip adventure alongside old and new friends will show Woody how big the world can be for a toy.","Family, Adventure, Animation, Comedy, Fantasy",7.5,9093,2019-06-19,en,61.083,/w9kR8qbmQ01HwnvK4alvnQ2ca0L.jpg,175000000,1073394593,100
Ice Age: The Meltdown,"Diego, Manny and Sid return in this sequel to the hit animated movie Ice Age. This time around, the deep freeze is over, and the ice-covered earth is starting to melt, which will destroy the trio's cherished valley. The impending disaster prompts them to reunite and warn all the other beasts about the desperate situation.","Animation, Family, Comedy, Adventure",6.688,9085,2006-03-29,en,54.381,/vdluBXie4qDvh0dFX2Fpq8v16it.jpg,80000000,660998756,91
Godzilla vs. Kong,"In a time when monsters walk the Earth, humanity’s fight for its future sets Godzilla and Kong on a collision course that will see the two most powerful forces of nature on the planet collide in a spectacular battle for the ages.","Action, Science Fiction, Thriller",7.661,9080,2021-03-24,en,99.005,/pgqgaUx1cJb5oZQQ5v0tNARCeBp.jpg,200000000,470116094,114
